"Year","Month","Day","Hour","Temp","Warm_year"
2008,3,15,7,5.975,NA
2008,3,15,8,8.99,NA
2008,3,15,9,10.761,NA
2008,3,15,10,12.05,NA
2008,3,15,11,13.594,NA
2008,3,15,12,14.17,NA
2008,3,15,13,15.247,NA
2008,3,15,14,14.194,NA
2008,3,15,15,14.074,NA
2008,3,15,16,14.529,NA
2008,3,15,17,13.281,NA
2008,3,15,18,12.122,NA
2008,3,15,19,9.706,NA
2008,3,15,20,8.693,NA
2008,3,15,21,8.519,NA
2008,3,15,22,8.99,NA
2008,3,15,23,8.767,NA
2008,3,16,0,8.891,NA
2008,3,16,1,9.756,NA
2008,3,16,2,9.805,NA
2008,3,16,3,9.534,NA
2008,3,16,4,9.114,NA
2008,3,16,5,9.04,NA
2008,3,16,6,8.693,NA
2008,3,16,7,8.792,NA
2008,3,16,8,10.834,NA
2008,3,16,9,11.904,NA
2008,3,16,10,13.738,NA
2008,3,16,11,15.223,NA
2008,3,16,12,16.272,NA
2008,3,16,13,16.677,NA
2008,3,16,14,17.201,NA
2008,3,16,15,17.439,NA
2008,3,16,16,17.249,NA
2008,3,16,17,16.558,NA
2008,3,16,18,14.984,NA
2008,3,16,19,12.485,NA
2008,3,16,20,10.858,NA
2008,3,16,21,12.001,NA
2008,3,16,22,11.37,NA
2008,3,16,23,10.834,NA
2008,3,17,0,10.247,NA
2008,3,17,1,11.078,NA
2008,3,17,2,10.932,NA
2008,3,17,3,10.59,NA
2008,3,17,4,10.198,NA
2008,3,17,5,9.952,NA
2008,3,17,6,10.369,NA
2008,3,17,7,11.078,NA
2008,3,17,8,13.497,NA
2008,3,17,9,15.175,NA
2008,3,17,10,17.796,NA
2008,3,17,11,19.413,NA
2008,3,17,12,21.056,NA
2008,3,17,13,22.082,NA
2008,3,17,14,23.184,NA
2008,3,17,15,23.713,NA
2008,3,17,16,23.256,NA
2008,3,17,17,22.178,NA
2008,3,17,18,20.031,NA
2008,3,17,19,16.225,NA
2008,3,17,20,13.834,NA
2008,3,17,21,14.242,NA
2008,3,17,22,14.409,NA
2008,3,17,23,12.896,NA
2008,3,18,0,11.419,NA
2008,3,18,1,11.224,NA
2008,3,18,2,10.858,NA
2008,3,18,3,9.583,NA
2008,3,18,4,8.17,NA
2008,3,18,5,7.041,NA
2008,3,18,6,6.077,NA
2008,3,18,7,7.192,NA
2008,3,18,8,12.751,NA
2008,3,18,9,15.986,NA
2008,3,18,10,19.318,NA
2008,3,18,11,21.39,NA
2008,3,18,12,23.064,NA
2008,3,18,13,23.641,NA
2008,3,18,14,24.122,NA
2008,3,18,15,24.702,NA
2008,3,18,16,23.569,NA
2008,3,18,17,22.011,NA
2008,3,18,18,20.126,NA
2008,3,18,19,16.939,NA
2008,3,18,20,14.29,NA
2008,3,18,21,12.63,NA
2008,3,18,22,11.492,NA
2008,3,18,23,10.565,NA
2008,3,19,0,9.558,NA
2008,3,19,1,8.742,NA
2008,3,19,2,7.895,NA
2008,3,19,3,7.645,NA
2008,3,19,4,7.116,NA
2008,3,19,5,6.408,NA
2008,3,19,6,6.864,NA
2008,3,19,7,7.167,NA
2008,3,19,8,11.759,NA
2008,3,19,9,14.984,NA
2008,3,19,10,18.414,NA
2008,3,19,11,20.627,NA
2008,3,19,12,22.393,NA
2008,3,19,13,23.328,NA
2008,3,19,14,22.776,NA
2008,3,19,15,20.031,NA
2008,3,19,16,18.889,NA
2008,3,19,17,19.032,NA
2008,3,19,18,17.32,NA
2008,3,19,19,15.724,NA
2008,3,19,20,14.242,NA
2008,3,19,21,12.654,NA
2008,3,19,22,11.977,NA
2008,3,19,23,11.419,NA
2008,3,20,0,11.248,NA
2008,3,20,1,9.657,NA
2008,3,20,2,9.262,NA
2008,3,20,3,7.82,NA
2008,3,20,4,6.914,NA
2008,3,20,5,7.268,NA
2008,3,20,6,6.763,NA
2008,3,20,7,7.72,NA
2008,3,20,8,11.078,NA
2008,3,20,9,13.786,NA
2008,3,20,10,16.534,NA
2008,3,20,11,18.366,NA
2008,3,20,12,19.651,NA
2008,3,20,13,20.126,NA
2008,3,20,14,19.698,NA
2008,3,20,15,20.222,NA
2008,3,20,16,20.103,NA
2008,3,20,17,18.913,NA
2008,3,20,18,16.892,NA
2008,3,20,19,14.745,NA
2008,3,20,20,13.594,NA
2008,3,20,21,12.461,NA
2008,3,20,22,11.807,NA
2008,3,20,23,10.222,NA
2008,3,21,0,9.657,NA
2008,3,21,1,7.293,NA
2008,3,21,2,7.091,NA
2008,3,21,3,8.22,NA
2008,3,21,4,8.593,NA
2008,3,21,5,7.091,NA
2008,3,21,6,6.23,NA
2008,3,21,7,6.179,NA
2008,3,21,8,12.001,NA
2008,3,21,9,13.233,NA
2008,3,21,10,15.438,NA
2008,3,21,11,17.177,NA
2008,3,21,12,18.889,NA
2008,3,21,13,19.698,NA
2008,3,21,14,20.174,NA
2008,3,21,15,20.603,NA
2008,3,21,16,20.77,NA
2008,3,21,17,19.651,NA
2008,3,21,18,17.605,NA
2008,3,21,19,14.242,NA
2008,3,21,20,11.321,NA
2008,3,21,21,9.46,NA
2008,3,21,22,8.22,NA
2008,3,21,23,7.87,NA
2008,3,22,0,7.67,NA
2008,3,22,1,7.268,NA
2008,3,22,2,11.467,NA
2008,3,22,3,12.678,NA
2008,3,22,4,10.32,NA
2008,3,22,5,10.98,NA
2008,3,22,6,7.544,NA
2008,3,22,7,5.872,NA
2008,3,22,8,14.17,NA
2008,3,22,9,17.843,NA
2008,3,22,10,19.841,NA
2008,3,22,11,21.056,NA
2008,3,22,12,22.896,NA
2008,3,22,13,24.388,NA
2008,3,22,14,25.137,NA
2008,3,22,15,25.914,NA
2008,3,22,16,25.234,NA
2008,3,22,17,22.705,NA
2008,3,22,18,20.579,NA
2008,3,22,19,16.368,NA
2008,3,22,20,13.69,NA
2008,3,22,21,12.847,NA
2008,3,22,22,10.687,NA
2008,3,22,23,9.78,NA
2008,3,23,0,8.07,NA
2008,3,23,1,7.116,NA
2008,3,23,2,6.255,NA
2008,3,23,3,5.282,NA
2008,3,23,4,4.584,NA
2008,3,23,5,3.932,NA
2008,3,23,6,3.775,NA
2008,3,23,7,8.295,NA
2008,3,23,8,11.904,NA
2008,3,23,9,14.481,NA
2008,3,23,10,17.748,NA
2008,3,23,11,20.555,NA
2008,3,23,12,22.321,NA
2008,3,23,13,23.737,NA
2008,3,23,14,25.355,NA
2008,3,23,15,25.307,NA
2008,3,23,16,24.653,NA
2008,3,23,17,23.472,NA
2008,3,23,18,20.984,NA
2008,3,23,19,17.368,NA
2008,3,23,20,14.433,NA
2008,3,23,21,12.34,NA
2008,3,23,22,10.541,NA
2008,3,23,23,9.46,NA
2008,3,24,0,9.139,NA
2008,3,24,1,7.619,NA
2008,3,24,2,6.889,NA
2008,3,24,3,7.544,NA
2008,3,24,4,9.682,NA
2008,3,24,5,8.17,NA
2008,3,24,6,7.619,NA
2008,3,24,7,7.845,NA
2008,3,24,8,13.546,NA
2008,3,24,9,15.891,NA
2008,3,24,10,18.509,NA
2008,3,24,11,21.103,NA
2008,3,24,12,23.376,NA
2008,3,24,13,24.823,NA
2008,3,24,14,25.113,NA
2008,3,24,15,26.426,NA
2008,3,24,16,24.992,NA
2008,3,24,17,23.785,NA
2008,3,24,18,20.793,NA
2008,3,24,19,19.603,NA
2008,3,24,20,18.366,NA
2008,3,24,21,18.937,NA
2008,3,24,22,17.463,NA
2008,3,24,23,16.844,NA
2008,3,25,0,16.511,NA
2008,3,25,1,16.558,NA
2008,3,25,2,15.055,NA
2008,3,25,3,15.796,NA
2008,3,25,4,15.055,NA
2008,3,25,5,14.218,NA
2008,3,25,6,13.978,NA
2008,3,25,7,13.257,NA
2008,3,25,8,16.106,NA
2008,3,25,9,19.08,NA
2008,3,25,10,21.056,NA
2008,3,25,11,22.25,NA
2008,3,25,12,23.569,NA
2008,3,25,13,23.737,NA
2008,3,25,14,22.106,NA
2008,3,25,15,21.987,NA
2008,3,25,16,21.223,NA
2008,3,25,17,18.699,NA
2008,3,25,18,15.414,NA
2008,3,25,19,13.906,NA
2008,3,25,20,12.751,NA
2008,3,25,21,11.807,NA
2008,3,25,22,10.883,NA
2008,3,25,23,8.866,NA
2008,3,26,0,9.805,NA
2008,3,26,1,9.558,NA
2008,3,26,2,9.114,NA
2008,3,26,3,8.519,NA
2008,3,26,4,8.618,NA
2008,3,26,5,8.444,NA
2008,3,26,6,7.97,NA
2008,3,26,7,9.139,NA
2008,3,26,8,12.799,NA
2008,3,26,9,15.366,NA
2008,3,26,10,17.272,NA
2008,3,26,11,19.032,NA
2008,3,26,12,19.841,NA
2008,3,26,13,19.674,NA
2008,3,26,14,19.746,NA
2008,3,26,15,19.103,NA
2008,3,26,16,17.51,NA
2008,3,26,17,15.223,NA
2008,3,26,18,13.858,NA
2008,3,26,19,12.485,NA
2008,3,26,20,11.078,NA
2008,3,26,21,9.731,NA
2008,3,26,22,9.386,NA
2008,3,26,23,8.767,NA
2008,3,27,0,8.045,NA
2008,3,27,1,7.82,NA
2008,3,27,2,6.94,NA
2008,3,27,3,6,NA
2008,3,27,4,6.255,NA
2008,3,27,5,5.847,NA
2008,3,27,6,5.308,NA
2008,3,27,7,5.488,NA
2008,3,27,8,9.287,NA
2008,3,27,9,10.785,NA
2008,3,27,10,11.807,NA
2008,3,27,11,14.337,NA
2008,3,27,12,16.368,NA
2008,3,27,13,16.463,NA
2008,3,27,14,18.081,NA
2008,3,27,15,18.271,NA
2008,3,27,16,18.247,NA
2008,3,27,17,17.272,NA
2008,3,27,18,15.485,NA
2008,3,27,19,12.389,NA
2008,3,27,20,10.051,NA
2008,3,27,21,8.618,NA
2008,3,27,22,7.318,NA
2008,3,27,23,7.041,NA
2008,3,28,0,6.357,NA
2008,3,28,1,6.99,NA
2008,3,28,2,7.67,NA
2008,3,28,3,7.116,NA
2008,3,28,4,6.382,NA
2008,3,28,5,6.99,NA
2008,3,28,6,7.293,NA
2008,3,28,7,9.163,NA
2008,3,28,8,12.775,NA
2008,3,28,9,15.366,NA
2008,3,28,10,17.748,NA
2008,3,28,11,17.772,NA
2008,3,28,12,21.199,NA
2008,3,28,13,18.675,NA
2008,3,28,14,17.986,NA
2008,3,28,15,17.272,NA
2008,3,28,16,15.438,NA
2008,3,28,17,14.505,NA
2008,3,28,18,12.799,NA
2008,3,28,19,12.05,NA
2008,3,28,20,12.195,NA
2008,3,28,21,11.783,NA
2008,3,28,22,12.001,NA
2008,3,28,23,12.074,NA
2008,3,29,0,11.856,NA
2008,3,29,1,11.904,NA
2008,3,29,2,11.734,NA
2008,3,29,3,11.54,NA
2008,3,29,4,11.224,NA
2008,3,29,5,11.321,NA
2008,3,29,6,11.175,NA
2008,3,29,7,10.687,NA
2008,3,29,8,11.005,NA
2008,3,29,9,11.904,NA
2008,3,29,10,14.553,NA
2008,3,29,11,15.031,NA
2008,3,29,12,15.891,NA
2008,3,29,13,16.201,NA
2008,3,29,14,16.558,NA
2008,3,29,15,16.582,NA
2008,3,29,16,16.082,NA
2008,3,29,17,15.533,NA
2008,3,29,18,13.954,NA
2008,3,29,19,12.558,NA
2008,3,29,20,11.419,NA
2008,3,29,21,10.198,NA
2008,3,29,22,9.139,NA
2008,3,29,23,9.139,NA
2008,3,30,0,8.195,NA
2008,3,30,1,8.319,NA
2008,3,30,2,7.67,NA
2008,3,30,3,6.585,NA
2008,3,30,4,6,NA
2008,3,30,5,6.914,NA
2008,3,30,6,6.509,NA
2008,3,30,7,7.217,NA
2008,3,30,8,11.127,NA
2008,3,30,9,12.558,NA
2008,3,30,10,14.792,NA
2008,3,30,11,16.987,NA
2008,3,30,12,18.081,NA
2008,3,30,13,17.13,NA
2008,3,30,14,17.653,NA
2008,3,30,15,19.318,NA
2008,3,30,16,17.653,NA
2008,3,30,17,15.557,NA
2008,3,30,18,12.944,NA
2008,3,30,19,10.1,NA
2008,3,30,20,8.245,NA
2008,3,30,21,8.494,NA
2008,3,30,22,6.102,NA
2008,3,30,23,5.308,NA
2008,3,31,0,7.92,NA
2008,3,31,1,8.419,NA
2008,3,31,2,7.419,NA
2008,3,31,3,7.368,NA
2008,3,31,4,7.444,NA
2008,3,31,5,7.192,NA
2008,3,31,6,7.116,NA
2008,3,31,7,8.12,NA
2008,3,31,8,10.418,NA
2008,3,31,9,12.074,NA
2008,3,31,10,13.858,NA
2008,3,31,11,15.915,NA
2008,3,31,12,17.867,NA
2008,3,31,13,18.961,NA
2008,3,31,14,19.175,NA
2008,3,31,15,19.151,NA
2008,3,31,16,18.533,NA
2008,3,31,17,17.724,NA
2008,3,31,18,16.558,NA
2008,3,31,19,14.84,NA
2008,3,31,20,13.449,NA
2008,3,31,21,12.509,NA
2008,3,31,22,11.807,NA
2008,3,31,23,10.785,NA
2008,4,1,0,10.271,NA
2008,4,1,1,10.59,NA
2008,4,1,2,10.345,NA
2008,4,1,3,9.731,NA
2008,4,1,4,8.717,NA
2008,4,1,5,8.419,NA
2008,4,1,6,8.419,NA
2008,4,1,7,9.287,NA
2008,4,1,8,11.516,NA
2008,4,1,9,16.939,NA
2008,4,1,10,18.747,NA
2008,4,1,11,19.27,NA
2008,4,1,12,20.436,NA
2008,4,1,13,21.891,NA
2008,4,1,14,21.437,NA
2008,4,1,15,22.202,NA
2008,4,1,16,21.581,NA
2008,4,1,17,20.412,NA
2008,4,1,18,18.58,NA
2008,4,1,19,15.079,NA
2008,4,1,20,12.195,NA
2008,4,1,21,10.956,NA
2008,4,1,22,12.34,NA
2008,4,1,23,11.904,NA
2008,4,2,0,9.114,NA
2008,4,2,1,7.242,NA
2008,4,2,2,6.102,NA
2008,4,2,3,5.179,NA
2008,4,2,4,5.154,NA
2008,4,2,5,4.999,NA
2008,4,2,6,4.402,NA
2008,4,2,7,7.343,NA
2008,4,2,8,10.345,NA
2008,4,2,9,13.834,NA
2008,4,2,10,16.487,NA
2008,4,2,11,18.699,NA
2008,4,2,12,20.913,NA
2008,4,2,13,22.178,NA
2008,4,2,14,22.585,NA
2008,4,2,15,23.04,NA
2008,4,2,16,21.366,NA
2008,4,2,17,20.317,NA
2008,4,2,18,17.153,NA
2008,4,2,19,15.031,NA
2008,4,2,20,13.594,NA
2008,4,2,21,13.858,NA
2008,4,2,22,13.401,NA
2008,4,2,23,10.467,NA
2008,4,3,0,9.064,NA
2008,4,3,1,7.82,NA
2008,4,3,2,6.965,NA
2008,4,3,3,6.611,NA
2008,4,3,4,5.796,NA
2008,4,3,5,4.869,NA
2008,4,3,6,5.179,NA
2008,4,3,7,8.27,NA
2008,4,3,8,13.642,NA
2008,4,3,9,16.082,NA
2008,4,3,10,18.366,NA
2008,4,3,11,20.507,NA
2008,4,3,12,23.328,NA
2008,4,3,13,24.484,NA
2008,4,3,14,25.137,NA
2008,4,3,15,25.404,NA
2008,4,3,16,24.919,NA
2008,4,3,17,23.617,NA
2008,4,3,18,22.441,NA
2008,4,3,19,18.343,NA
2008,4,3,20,15.031,NA
2008,4,3,21,12.534,NA
2008,4,3,22,9.829,NA
2008,4,3,23,8.593,NA
2008,4,4,0,7.92,NA
2008,4,4,1,7.167,NA
2008,4,4,2,7.116,NA
2008,4,4,3,7.419,NA
2008,4,4,4,6.255,NA
2008,4,4,5,6.839,NA
2008,4,4,6,6.965,NA
2008,4,4,7,9.114,NA
2008,4,4,8,13.714,NA
2008,4,4,9,18.866,NA
2008,4,4,10,18.39,NA
2008,4,4,11,20.841,NA
2008,4,4,12,21.676,NA
2008,4,4,13,21.939,NA
2008,4,4,14,22.489,NA
2008,4,4,15,20.531,NA
2008,4,4,16,18.366,NA
2008,4,4,17,16.939,NA
2008,4,4,18,16.296,NA
2008,4,4,19,14.745,NA
2008,4,4,20,12.413,NA
2008,4,4,21,10.785,NA
2008,4,4,22,10.956,NA
2008,4,4,23,10.883,NA
2008,4,5,0,9.829,NA
2008,4,5,1,9.213,NA
2008,4,5,2,7.895,NA
2008,4,5,3,5.745,NA
2008,4,5,4,4.324,NA
2008,4,5,5,3.88,NA
2008,4,5,6,4.792,NA
2008,4,5,7,6.661,NA
2008,4,5,8,9.485,NA
2008,4,5,9,12.195,NA
2008,4,5,10,15.318,NA
2008,4,5,11,17.558,NA
2008,4,5,12,19.555,NA
2008,4,5,13,20.746,NA
2008,4,5,14,21.557,NA
2008,4,5,15,22.321,NA
2008,4,5,16,20.507,NA
2008,4,5,17,18.771,NA
2008,4,5,18,16.582,NA
2008,4,5,19,14.553,NA
2008,4,5,20,12.558,NA
2008,4,5,21,12.727,NA
2008,4,5,22,11.637,NA
2008,4,5,23,11.102,NA
2008,4,6,0,11.904,NA
2008,4,6,1,11.832,NA
2008,4,6,2,11.127,NA
2008,4,6,3,10.492,NA
2008,4,6,4,10.296,NA
2008,4,6,5,9.854,NA
2008,4,6,6,9.657,NA
2008,4,6,7,11.175,NA
2008,4,6,8,15.199,NA
2008,4,6,9,17.415,NA
2008,4,6,10,19.032,NA
2008,4,6,11,19.436,NA
2008,4,6,12,19.936,NA
2008,4,6,13,20.079,NA
2008,4,6,14,20.031,NA
2008,4,6,15,20.126,NA
2008,4,6,16,19.555,NA
2008,4,6,17,18.509,NA
2008,4,6,18,16.344,NA
2008,4,6,19,13.762,NA
2008,4,6,20,12.05,NA
2008,4,6,21,11.273,NA
2008,4,6,22,10.198,NA
2008,4,6,23,8.841,NA
2008,4,7,0,6.509,NA
2008,4,7,1,5.642,NA
2008,4,7,2,5.024,NA
2008,4,7,3,6.102,NA
2008,4,7,4,5.231,NA
2008,4,7,5,4.115,NA
2008,4,7,6,3.775,NA
2008,4,7,7,7.393,NA
2008,4,7,8,12.558,NA
2008,4,7,9,14.05,NA
2008,4,7,10,15.223,NA
2008,4,7,11,16.749,NA
2008,4,7,12,18.271,NA
2008,4,7,13,19.793,NA
2008,4,7,14,20.674,NA
2008,4,7,15,20.936,NA
2008,4,7,16,20.722,NA
2008,4,7,17,18.985,NA
2008,4,7,18,16.749,NA
2008,4,7,19,14.457,NA
2008,4,7,20,13.594,NA
2008,4,7,21,12.195,NA
2008,4,7,22,10.394,NA
2008,4,7,23,10.222,NA
2008,4,8,0,11.346,NA
2008,4,8,1,9.163,NA
2008,4,8,2,10.345,NA
2008,4,8,3,8.693,NA
2008,4,8,4,9.485,NA
2008,4,8,5,8.668,NA
2008,4,8,6,9.41,NA
2008,4,8,7,9.854,NA
2008,4,8,8,12.823,NA
2008,4,8,9,14.936,NA
2008,4,8,10,16.177,NA
2008,4,8,11,18.366,NA
2008,4,8,12,18.675,NA
2008,4,8,13,18.414,NA
2008,4,8,14,18.961,NA
2008,4,8,15,18.414,NA
2008,4,8,16,17.796,NA
2008,4,8,17,16.987,NA
